LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
ID8530,8530,,0.9318798184394836,8.757300018823623,6.599898184532912,0.0,0.0,0,3.394666824281943,1,,2379.727603787327,2377.0,1057.0,3938.0,3267366.0,558.7973485680027,0.30467606179812956,1.989017235547045,2.0733741522117635E-4,0.0023549042541865252,3.574570085743661,3.2483722884214856,1.309003133680771,1.1004188462279636,36.20296870461222,21.69610109452598,0.9664750728435202,0.9913232104121475,3.605866164412129
ID8531,8531,,0.931723415851593,4.90982856395794,14.511220009353812,0.0,0.0,0,3.0185131334663966,1,,2623.9647495361783,2738.0,1048.0,3816.0,2828634.0,489.7808490471005,0.3565287011166908,2.8161235370281243,-0.01733367899058033,0.0013305680319310737,3.252677670145939,2.823433092943071,2.973912018070175,1.1520293072556698,28.624374964113525,19.447186675575395,0.951113421483219,0.9931287219422813,3.6348691115577356
ID8532,8532,,0.9276938438415527,6.890825392505869,29.905029743158742,0.0,0.0,0,2.970797694656778,1,,3601.9341603053435,3696.0,1444.0,4972.0,3774827.0,704.3617854425693,0.3911323647297833,2.8755788399044184,0.0021051203656206963,-0.006814836639726826,3.1929576033743827,2.782674963663789,0.5995175406080192,1.147441812309404,27.726562465239123,18.972572088978488,0.9679512162151209,0.9971509971509971,3.6031156093068217
ID8533,8533,,0.9215809106826782,25.17108899029356,71.30535310327228,0.0,0.0,0,2.9608784759978763,1,,2885.1018251681076,2893.0,1162.0,4698.0,3003391.0,671.0904367051063,0.2245438958938852,1.5766561416905969,-0.009535786582322485,-0.0011323954024909544,3.2939365199129114,2.683624649403926,1.280160617610447,1.2274207276507707,27.54171871547086,19.23312632271411,0.9356235280367111,0.9900332225913622,3.664834480137322
ID8534,8534,,0.9210071563720703,6.2300446174164446,65.17358413666652,0.0,0.0,0,3.8105481762006654,1,,3049.508650519031,3078.0,972.0,4495.0,5287848.0,685.9860658196324,0.282057277170557,1.95602522955515,0.03125418057894654,0.037275444506575044,4.598919502827869,3.179330619224622,0.13346479866080993,1.4465055867481493,45.616796817810034,25.050932642466844,0.9134543571525143,0.9953903774128487,3.709039907514868
ID8535,8535,,0.9138511419296265,21.67697560063989,49.70864270811415,0.0,0.0,0,2.764142129693428,1,,3591.04314159292,3738.0,1856.0,4693.0,3246303.0,532.093950976788,0.3639892418841439,3.601968407667513,-0.004626402390619286,-0.0036805084778515373,2.934947298746401,2.6209848150839163,1.5409889218330122,1.1197879826909385,24.003281219907006,17.694384803918393,0.963406432828257,0.9961643835616435,3.6116042971942557
ID8536,8536,,0.9097495079040527,26.41573234640981,79.10400270415012,0.0,0.0,0,3.2685204306735125,1,,2339.9826771653543,2416.0,856.0,3576.0,2971778.0,519.2570400256047,0.17700460500710846,1.3553973989767456,-0.08339575982281629,7.558351577361777E-4,4.408889143731923,2.4471160180810627,-0.14262145259635198,1.801667395888001,33.56234370792278,22.43590724500384,0.8378665893832951,0.9791987673343611,3.87273245909204
ID8537,8537,,0.9084376096725464,3.1072162869217532,38.45840414619164,0.0,0.0,0,3.1049895126173617,1,,3148.3794604003483,3265.0,1356.0,4576.0,3617488.0,667.4353108818145,0.36695394102536183,2.5325939296422995,0.006368712774320189,-0.02027087518131447,3.6093346709864034,2.6934412696248966,1.6780175523424112,1.3400458037420133,30.287968712027862,20.45435150209476,0.9097217585483431,0.9862424763542563,3.716641234636078
ID8538,8538,,0.9069688320159912,26.06955114318936,9.783812748708998,0.0,0.0,0,3.3157539883600786,1,,3806.164885496183,3809.0,1665.0,5511.0,4986076.0,826.523393546735,0.3583166682974149,2.4295644541763544,0.010730020329175752,0.012331453044335465,3.5725436843271767,3.104712421682303,0.43967245781703745,1.150684249973586,34.53937495669787,21.376550310622424,0.94983702723661,0.9935434865172807,3.637310566397789
ID8539,8539,,0.9059258699417114,10.853394046797877,58.24958120301725,0.0,0.0,0,2.8919445999872417,1,,2748.84295845998,2804.0,1290.0,3844.0,2713108.0,542.1185871504849,0.19447469753376206,1.6510939166827652,6.325238953823496E-4,0.005722747199280944,3.265741595199662,2.580056575622649,0.9130985040762313,1.2657635596271897,26.274218717059924,18.761574105354654,0.9379963073259511,0.989065606361829,3.660196215808252
ID8540,8540,,0.9040520191192627,13.345005487650054,67.60238156429189,0.0,0.0,0,3.910699615404447,1,,3144.764835164835,3161.0,1628.0,4595.0,5723472.0,457.1329620547497,0.1002226133835366,1.253316590821801,0.0017136342845312496,-0.00615066400947781,4.146759707342009,3.7170308313762117,-0.7748665000927718,1.1156107913709967,48.04617181476435,25.146259826052802,0.9548207682974651,0.9918233851185609,3.62780557298752
ID8541,8541,,0.9037995338439941,6.84323872356859,44.2737660753065,0.0,0.0,0,2.9495013792598033,1,,2773.290009699321,2887.0,1127.0,4096.0,2859262.0,536.8545628361198,0.5238512532808044,3.5516817601083384,0.014815995793411255,-0.029017802172827546,3.590483835687985,2.4398500736617015,-0.21135412081648866,1.471600191523008,27.330468715735698,19.426353114794043,0.9100691371168558,0.9899569583931135,3.7159318353795214
ID8542,8542,,0.9023505449295044,17.874495852290668,26.29853281702039,0.0,0.0,0,2.8509635559917785,1,,3196.401437371663,3298.0,1454.0,4414.0,3113295.0,632.4539460486799,0.34476438133749115,2.591424736825521,-0.005702299516804641,-0.007580003615792049,3.4705531076968423,2.3623550651316423,-0.6007892258914882,1.469107315374476,25.534843717986877,18.6048446831899,0.9270239844672743,0.9933230611196708,3.681793669974878
ID8543,8543,,0.8969064354896545,6.0304087586407675,90.2733983926742,0.0,0.0,0,3.050368019863126,1,,2760.8009049773755,2768.0,1349.0,3999.0,3050685.0,538.2170782953153,0.24314000868321553,2.006522315078746,6.283456630291933E-4,-0.012446333208179514,3.723534939705411,2.5203978505989637,0.03786087414449261,1.4773599885512225,29.23171871335209,19.97261731437584,0.9208613671677178,0.9941625505163895,3.6940928345629707
ID8544,8544,,0.8958687782287598,5.421853295212411,19.840624987562876,0.0,0.0,0,3.238811863328217,1,,3594.863782051282,3695.0,1099.0,5203.0,4486390.0,743.1846916079314,0.3430960319123621,2.47129339335724,0.002902640352974066,0.01698480786529617,3.974498565098513,2.6626226691961996,-0.5818943763285831,1.492700641018108,32.954999958684205,21.329841949854703,0.9102399752461399,0.9912629070691026,3.715583107214422
ID8545,8545,,0.8908076286315918,30.24634994743797,73.41562705411394,0.0,0.0,0,2.887581593328725,1,,2537.6163836163837,2556.0,762.0,4343.0,2540154.0,594.4140263245047,0.1374759641609991,1.031932907958359,-0.0022489995585942553,0.011593760991149345,3.29349098859682,2.5464784749895846,1.1602093417465515,1.293351198898428,26.194999967159244,18.736711878318403,0.9376516219652863,0.9944862155388473,3.6608689070831524
ID8546,8546,,0.8883729577064514,24.920106296354177,45.65441215673586,0.0,0.0,0,2.7104047204049655,1,,2986.273142857143,3090.0,1507.0,4119.0,2612989.0,533.8360654343408,0.18336708373116042,1.7336183941362773,-0.0059467461377903956,0.015178650637079464,2.9730434080492327,2.4873013550402656,-0.42761780204730854,1.1952887823683527,23.0790624710657,17.631673742219117,0.9329125698156256,0.9909297052154192,3.670155453531762
